title,owners,num_reviews,positive,negative,ratio,pos_percent,neg_percent,ccu,median_2weeks,median_forever,average_2weeks,average_forever,been_sale,orig_price,num_tags,num_genres,year_released,rating_val,num_followers,num_languages,has_meta,userscore,Singleplayer_tag,Indie_tag,Action_tag,Adventure_tag,Casual_tag,Strategy_tag,Multiplayer_tag,RPG_tag,Simulation_tag,Atmospheric_tag,Horror_tag,2D_tag,Soundtrack_tag,Great_tag,Story_tag,Rich_tag,World_tag,Shooter_tag,Puzzle_tag,TurnBased_tag,Open_tag,FirstPerson_tag,Survival_tag,Fantasy_tag,Funny_tag,Coop_tag,Platformer_tag,Early_tag,Access_tag,Sim_tag,Indie_genre,Action_genre,Adventure_genre,Casual_genre,Simulation_genre,Strategy_genre,RPG_genre,_genre,Early_genre,Access_genre,Games_genre,Sports_genre,Racing_genre,Studios_genre,Entertainment_genre,Massively_genre,Multiplayer_genre,Studio_genre,Interactive_genre,Inc_genre,Software_genre,Game_genre,Utilities_genre,Feral_genre,Ltd_genre,Mac_genre,Design_genre,Illustration_genre,Sokpop_genre,Collective_genre,Activision,BANDAI NAMCO Entertainment,Capcom,Devolver Digital,Disney,Electronic Arts,Paradox Interactive,SEGA,Sokpop Collective,Square Enix,THQ Nordic,Ubisoft,Winged Cloud,other,tinyBuild
100 hidden birds,999.9999999999998,110,102,8,12.75,92.72727272727272,7.2727272727272725,1,0,0,0,0,1,0.99,19.0,5.0,2020,9,140.0,10,0,92.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Wild Age,3999.9999999999995,258,183,75,2.44,70.93023255813954,29.069767441860467,3,0,11,0,11,1,12.99,20.0,4.0,2020,6,3427.0,25,0,71.0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wordle,34999.99999999997,224,198,26,7.615384615384615,88.39285714285714,11.607142857142858,2,0,0,0,0,0,1.99,11.0,5.0,2021,9,1583.0,10,0,88.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Last Year: The Nightmare,10999.999999999998,297,204,93,2.193548387096774,68.68686868686868,31.313131313131315,7,0,12,0,12,0,9.99,14.0,1.0,2020,7,1883.0,11,1,68.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vagrus - The Riven Realms,17000.00000000001,206,178,28,6.357142857142857,86.40776699029125,13.592233009708737,9,0,0,0,0,0,29.99,20.0,4.0,2020,9,9847.0,10,0,86.0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MOTHER,3999.9999999999995,152,132,20,6.6,86.8421052631579,13.157894736842104,2,0,0,0,0,0,2.99,17.0,1.0,2020,9,501.0,10,0,87.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mafia II: Definitive Edition,509999.99999999977,10647,7204,3443,2.092361312808597,67.6622522776369,32.337747722363105,336,0,233,0,408,0,29.99,15.0,4.0,2020,6,9451.0,22,0,67.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanotale - Typing Chronicles,19999.99999999998,363,301,62,4.854838709677419,82.92011019283747,17.079889807162534,7,0,0,0,0,0,19.99,18.0,5.0,2021,9,7572.0,20,0,82.0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
VEGAS Movie Studio 17 Platinum Steam Edition,3999.9999999999995,128,58,70,0.8285714285714286,45.3125,54.6875,26,0,0,0,0,0,69.99,4.0,1.0,2020,6,462.0,14,0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Epic Battle Fantasy 5,203000.0000000001,3491,3451,40,86.275,98.85419650529934,1.1458034947006588,80,0,705,0,730,0,19.99,19.0,3.0,2018,10,17753.0,22,0,98.0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Need for Speed Undercover,1016000.0,6839,5045,1794,2.8121516164994427,73.76809475069454,26.231905249305456,94,0,818,0,1364,0,9.99,14.0,3.0,2008,7,12433.0,10,1,73.0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Defoliation,2999.9999999999977,11,5,6,0.8333333333333334,45.45454545454545,54.54545454545454,0,0,0,0,0,0,7.99,6.0,4.0,2019,6,167.0,13,0,0.0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Happy Room,297000.0,1894,1667,227,7.343612334801762,88.01478352692715,11.985216473072862,37,0,266,0,269,0,4.99,14.0,3.0,2016,9,9553.0,29,0,88.0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8-Bit Invaders!,37999.999999999985,355,291,64,4.546875,81.97183098591549,18.028169014084508,1,0,282,0,152,1,14.99,19.0,3.0,2016,9,13794.0,23,0,81.0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Operencia: The Stolen Sun,20999.999999999985,347,278,69,4.028985507246377,80.11527377521614,19.88472622478386,8,0,2754,0,1406,0,29.99,20.0,0.0,2020,9,8670.0,19,1,79.0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Secrets of Grindea,432999.9999999998,5277,4833,444,10.885135135135135,91.5861284820921,8.413871517907902,58,147,419,147,491,0,14.99,20.0,5.0,2015,9,71121.0,10,0,91.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Star Traders: Frontiers,149999.99999999994,2645,2302,343,6.711370262390671,87.03213610586012,12.967863894139885,96,0,3881,0,3881,0,14.99,20.0,2.0,2018,9,20234.0,10,0,86.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Adios,1999.9999999999998,339,327,12,27.25,96.46017699115043,3.5398230088495577,1,0,0,0,0,0,17.99,20.0,2.0,2021,9,1791.0,10,0,96.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Torchlight,1569000.0000000007,5282,4851,431,11.25522041763341,91.8402120408936,8.1597879591064,58,0,388,0,661,0,14.99,20.0,2.0,2009,9,11301.0,10,1,91.0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Yukikoi Melt,999.9999999999998,29,26,3,8.666666666666666,89.65517241379311,10.344827586206897,0,0,0,0,0,0,29.99,5.0,2.0,2020,8,639.0,12,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Automation Empire,108999.99999999994,2113,1463,650,2.250769230769231,69.23805016564127,30.76194983435873,77,0,1868,0,1196,0,29.99,19.0,3.0,2019,6,24096.0,18,0,69.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Climbey,102999.99999999999,1009,929,80,11.6125,92.07135777998018,7.928642220019821,5,0,24,0,24,0,9.99,8.0,0.0,2016,9,2160.0,10,0,92.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dandelion - Wishes brought to you -,39999.99999999997,656,574,82,7.0,87.5,12.5,8,0,0,0,0,0,29.99,9.0,5.0,2014,9,6092.0,12,0,87.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Imperiums: Greek Wars,88000.00000000001,176,155,21,7.380952380952381,88.06818181818183,11.931818181818182,26,0,111,0,111,0,29.99,20.0,3.0,2020,9,5505.0,17,0,87.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Adeptus Titanicus: Dominus,10000.00000000001,394,282,112,2.517857142857143,71.57360406091371,28.426395939086298,15,0,0,0,0,0,29.99,5.0,2.0,2021,7,6828.0,14,0,70.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Combat Air Patrol 2: Military Flight Simulator,8000.0,263,134,129,1.0387596899224807,50.950570342205324,49.049429657794676,1,0,0,0,0,0,29.99,20.0,0.0,2016,6,11668.0,10,0,50.0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A Normal Lost Phone,65999.99999999996,1797,1585,212,7.476415094339623,88.20255982192543,11.797440178074568,1,0,198,0,198,0,2.99,14.0,4.0,2017,9,4049.0,15,1,88.0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Qbio,999.9999999999998,25,19,6,3.1666666666666665,76.0,24.0,0,0,0,0,0,1,6.99,16.0,2.0,2020,8,156.0,10,0,0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ghost Stories,5999.999999999995,57,45,12,3.75,78.94736842105263,21.052631578947366,0,0,0,0,0,0,2.99,6.0,3.0,2019,8,220.0,11,0,77.0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Big Farm Story,5999.999999999995,319,229,90,2.5444444444444443,71.78683385579937,28.213166144200624,36,0,0,0,0,0,19.99,20.0,6.0,2020,6,4475.0,17,0,72.0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
City Maker,999.9999999999998,7,6,1,6.0,85.71428571428571,14.285714285714285,0,0,0,0,0,0,2.99,17.0,3.0,2021,1,82.0,10,0,0.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dodgeball Simulator VR,999.9999999999998,28,22,6,3.6666666666666665,78.57142857142857,21.428571428571427,0,0,0,0,0,0,9.99,7.0,0.0,2018,7,158.0,10,0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aground,65999.99999999996,936,894,42,21.285714285714285,95.51282051282051,4.487179487179487,36,0,1323,0,1323,0,14.99,20.0,6.0,2020,10,8894.0,13,0,95.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Legacy - Witch Island,999.9999999999998,12,9,3,3.0,75.0,25.0,0,0,0,0,0,0,4.99,7.0,3.0,2020,1,35.0,10,0,0.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Music Racer,265999.99999999994,3094,2760,334,8.263473053892216,89.20491273432451,10.795087265675502,8,0,185,0,164,0,1.99,20.0,5.0,2018,9,0.0,11,0,89.0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sanctum 2,2333999.9999999995,13607,12263,1344,9.124255952380953,90.12273094730652,9.877269052693467,49,0,172,0,311,0,14.99,20.0,3.0,2013,9,34579.0,15,1,90.0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nameless ~The one thing you must recall~,31000.000000000022,641,599,42,14.261904761904763,93.44773790951638,6.5522620904836195,7,0,0,0,0,0,29.99,10.0,7.0,2014,9,6180.0,12,0,93.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Inunaki Tunnel | 犬鳴トンネル,11999.999999999993,214,173,41,4.219512195121951,80.8411214953271,19.158878504672895,3,0,0,0,0,0,2.99,20.0,7.0,2019,9,1505.0,13,0,80.0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Learning Factory,5000.000000000004,92,77,15,5.133333333333334,83.69565217391305,16.304347826086957,2,0,0,0,0,0,14.99,16.0,5.0,2021,9,4281.0,14,0,84.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Unity of Command II,23999.999999999985,972,797,175,4.554285714285714,81.99588477366255,18.00411522633745,292,0,224,0,224,0,29.99,18.0,5.0,2019,9,15402.0,13,1,82.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Desktop Audio Visualizer,2999.9999999999977,44,27,17,1.588235294117647,61.36363636363637,38.63636363636363,9,0,0,0,0,0,2.99,3.0,4.0,2018,6,340.0,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Bunker,58999.99999999995,1046,742,304,2.4407894736842106,70.93690248565966,29.063097514340345,2,0,18,0,18,0,12.99,13.0,3.0,2016,7,6309.0,19,1,70.0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Portal Knights,928000.0000000007,18564,15330,3234,4.740259740259741,82.57918552036199,17.420814479638008,299,0,606,0,759,0,19.99,20.0,4.0,2017,9,174522.0,26,1,82.0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Halo: Spartan Assault,412000.0,3928,3154,774,4.074935400516796,80.29531568228106,19.70468431771894,9,202,87,202,99,0,2.99,20.0,2.0,2014,9,12816.0,20,1,80.0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100 hidden snails 2,5000.000000000004,44,41,3,13.666666666666666,93.18181818181817,6.8181818181818175,1,0,0,0,0,1,1.99,20.0,4.0,2021,8,58.0,10,0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Candle,113000.0,751,600,151,3.9735099337748343,79.89347536617842,20.10652463382157,14,0,208,0,208,0,9.99,10.0,2.0,2016,7,0.0,19,1,79.0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Adorable Crush,32000.000000000007,375,289,86,3.36046511627907,77.06666666666668,22.933333333333334,4,0,190,0,190,0,2.99,20.0,7.0,2020,7,2673.0,13,0,77.0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bad Pad,999.9999999999998,32,29,3,9.666666666666666,90.625,9.375,0,0,0,0,0,1,11.99,20.0,4.0,2018,8,682.0,17,0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Mage's Tale,5000.000000000004,116,92,24,3.8333333333333335,79.3103448275862,20.689655172413794,2,0,29,0,29,0,29.99,10.0,0.0,2018,7,3538.0,13,1,79.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tales Of Glory,10999.999999999998,497,413,84,4.916666666666667,83.09859154929578,16.901408450704224,9,0,0,0,0,0,29.99,20.0,0.0,2020,9,4824.0,10,0,83.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Undholm,2999.9999999999977,77,58,19,3.0526315789473686,75.32467532467533,24.675324675324674,0,0,0,0,0,0,1.99,3.0,3.0,2019,7,721.0,10,0,75.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Just Cause 2,4264000.000000003,44988,40934,4054,10.097187962506167,90.98870809993777,9.01129190006224,232,0,198,0,670,0,14.99,20.0,3.0,2010,9,60766.0,16,1,90.0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Draft Day Sports: College Football 2021,1999.9999999999998,10,8,2,4.0,80.0,20.0,0,0,0,0,0,0,29.99,7.0,4.0,2021,1,108.0,10,0,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dadish,999.9999999999998,17,17,0,17.0,100.0,0.0,1,0,0,0,0,0,2.99,15.0,4.0,2021,8,112.0,10,0,0.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Supreme Commander,839000.0000000003,1959,1741,218,7.986238532110092,88.87187340479836,11.128126595201634,86,0,131,0,352,0,12.99,14.0,2.0,2011,9,7862.0,18,1,88.0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
